ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
139756,,E,M,Graduate,Arts -- General,1994,QC,0,,,,6,N,2,9
139757,,E,M,"Graduate, Past Parent",Arts -- General,1975,ON,0,,,,13,N,2,21
139758,,E,F,Graduate,Science -- General,1994,ON,0,,,,7,N,0,9
139759,,E,F,Graduate,Engineer -- General,1953,SK,0,,,,6,N,0,7
139760,,E,M,Graduate,Dentistry,1988,ON,0,,,,12,N,3,3
139761,,E,F,Graduate,Education -- General,1952,BC,0,,,,9,N,0,1
139762,, ,M,Graduate,Education -- General,1953,BC,48981,1977,1953,17143,0,N,1,18
139763,,E,M,Graduate,Science -- General,1960,ON,0,,,,0,N,1,2
139764,, ,F,Graduate,Arts -- General,1978,ON,0,,,,9,N,2,9
139765,,E,M,Graduate,Arts -- General,1993,NS,0,,,,11,N,0,12
139766,, ,F,Graduate,Arts -- General,1965,AB,0,,,,2,Y,3,8
139767,,E,M,Graduate,Management,2015,QC,0,,,,10,Y,3,23
139768,,E,F,Graduate,Arts -- General,1976,ON,0,,,,11,Y,0,17
139769,,E,M,Graduate,Arts -- General,2013,NB,0,,,,5,Y,1,22
139770,, ,M,Graduate,Arts -- General,1987,NL,0,,,,9,N,2,13
139771,,E,M,"Graduate, Current Parent",Medicine -- POT,1969,AB,0,,,,1,N,2,9
139772,, ,F,Graduate,Arts -- General,1966,QC,0,,,,8,Y,0,4
139773,,F,F,Graduate,Arts -- General,1973,BC,0,,,,0,N,0,8
139774,"Chairman, CEO",E,F,Graduate,Arts -- General,2014,QC,0,,,,11,N,3,19
139775,, ,F,Graduate,Arts -- General,1980,BC,0,,,,0,N,0,5
139776,,E,M,Graduate,Arts -- General,1939,BC,0,,,,7,N,1,21
139777,,E,M,Graduate,Science -- General,1998,ON,0,,,,5,N,1,19
139778,,F,M,Graduate,Management,1995,QC,0,,,,4,N,2,3
139779,,F,M,Graduate,Science -- General,1953,QC,45323,1950,1950,19942,13,N,0,19
139780,,E,M,Graduate,Science -- General,2007,QC,0,,,,10,N,3,10
139781,,E,F,Graduate,Management,1982,ON,0,,,,4,N,3,14
139782,,E,M,Graduate,Music,1982,NB,0,,,,2,N,0,7
139783,,E,M,Graduate,Science -- General,2003,ON,0,,,,2,N,1,17
139784,President,F,F,Graduate,Engineer -- General,1942,BC,0,,,,2,N,2,23
139785,,E,F,Graduate,Arts -- General,1979,AB,48213,1991,1983,1929,8,N,2,20
139786,, ,F,Graduate,Management,1972,MB,23589,1995,1971,18635,2,N,0,19
139787,,E,F,"Graduate, Student",Arts -- General,1949,ON,0,,,,15,N,0,19
139788,,E,M,Graduate,Arts -- General,1976,ON,0,,,,13,N,3,22
139789,,E,M,Graduate,Arts -- General,1985,QC,31906,1982,1982,18505,13,N,0,18
139790,,E,M,Graduate,Management,1939,ON,5289,1954,1954,212,3,N,1,8
139791,,E,M,Graduate,Science -- General,1966,ON,0,,,,6,N,1,10
139792,,E,M,Graduate,Law,1960,ON,0,,,,0,N,2,18
139793,,E,F,Graduate,Science -- General,1985,ON,0,,,,6,N,0,10
139794,CEO,F,F,Graduate,Arts -- General,1953,BC,0,,,,7,N,3,8
139795,, ,F,Graduate,Arts -- General,1957,QC,0,,,,7,N,3,7
139796,,E,F,Graduate,Religious Studies,1963,ON,20655,1973,1964,18796,1,N,0,18
139797,,E,F,Graduate,Arts -- General,1989,AB,0,,,,6,N,1,13
139798,,E,F,Graduate,Arts -- General,1984,ON,0,,,,8,N,2,18
139799,,E,F,Graduate,Education -- General,1961,BC,19460,1972,1972,10703,3,N,2,18
139800,President,F,M,Graduate,Arts -- General,1958,AB,0,,,,5,N,0,14
139801,,E,M,Graduate,Arts -- Information (Library) Studies,1998,BC,0,,,,6,N,0,3
139802,,E,M,Graduate,Medicine -- Nursing,1995,ON,0,,,,12,N,3,9
139803,,E,F,Graduate,Science -- General,1996,AB,39361,2009,1998,2755,10,N,0,18
139804,, ,F,Graduate,Law,2011,ON,0,,,,12,N,1,14
139805,,E,F,Graduate,Agr&Env -- Dietetics,1968,SK,0,,,,4,N,1,23
139806,,E,M,Graduate,Science -- General,1942,SK,0,,,,4,N,2,3
139807,, ,F,Graduate,Management,1940,BC,0,,,,15,N,0,11
139808,, ,F,Graduate,Management,1945,QC,7234,1971,1945,3979,5,N,3,11
139809,, ,F,Graduate,Medicine -- Nursing,1998,NS,0,,,,3,N,3,5
139810,,E,F,Graduate,Science -- General,1982,QC,0,,,,1,N,0,15
139811,,E,F,Graduate,Arts -- General,1991,QC,0,,,,14,N,1,10
139812,,E,F,Graduate,Law,1954,QC,19636,1964,1954,7658,1,N,2,15
139813,, ,M,Graduate,Arts -- General,1945,QC,0,,,,7,N,2,2
139814,,E,F,Graduate,Medicine -- General,1968,ON,0,,,,3,Y,0,11
139815,,E,F,Graduate,Arts -- General,1948,AB,0,,,,12,N,0,16
139816,,E,F,Graduate,Arts -- General,2013,QC,0,,,,10,N,3,9
139817,CEO,E,F,Graduate,Science -- General,1954,MB,0,,,,3,N,0,12
139818,,E,F,Graduate,Management,1970,NB,0,,,,6,N,1,18
139819,President,E,M,Graduate,Science -- General,1975,AB,0,,,,12,N,1,18
139820,, ,M,Graduate,Arts -- General,1987,BC,27046,2006,1994,8384,15,N,2,18
139821,,E,M,Graduate,Arts -- General,1971,QC,0,,,,8,N,0,5
139822,,F,F,Graduate,Arts -- General,1947,NB,11148,1970,1970,8472,2,N,3,20
139823,,E,F,Graduate,Science -- General,1957,ON,0,,,,15,N,3,4
139824,President,E,M,"Graduate, Past Student",Arts -- General,1976,ON,0,,,,0,N,0,8
139825,,E,F,Graduate,Science -- General,2014,QC,19520,2014,2014,1562,4,N,1,15
139826,,E,F,Graduate,Engineer -- General,1997,QC,0,,,,10,N,2,14
139827,,E,M,Graduate,Management,1956,MB,0,,,,3,N,2,11
139828,,E,F,Graduate,Arts -- General,1997,AB,0,,,,1,N,0,23
139829,, ,F,Graduate,Music,1967,ON,41526,1995,1971,12873,3,N,0,16
139830,, ,M,Graduate,Science -- General,2015,BC,37361,2015,2015,34372,12,N,3,16
139831,,E,F,Graduate,Arts -- General,2015,AB,0,,,,7,N,0,13
139832,,E,M,"Graduate, Past Parent",Continuing Education,1964,QC,0,,,,1,N,1,5
139833,,E,F,Graduate,Arts -- General,1988,QC,0,,,,6,N,1,0
139834,,E,F,Graduate,Science -- General,2001,NB,0,,,,9,N,2,7
139835,,F,M,Graduate,Science -- General,1997,AB,0,,,,10,N,0,7
139836,,E,F,Graduate,Management,1969,NB,0,,,,8,N,3,2
139837,,E,F,Graduate,Arts -- General,1992,MB,38299,2007,1991,23362,15,N,3,18
139838,,E,F,Graduate,Arts -- Social Work,1991,ON,0,,,,13,Y,0,1
139839,,E,M,Graduate,Management,1957,QC,7655,1970,1967,3445,10,N,1,2
139840,,E,M,Graduate,Management,1941,QC,0,,,,2,N,2,21
139841,,E,M,Graduate,Arts -- General,1987,ON,0,,,,13,Y,2,12
139842,,E,M,Graduate,Arts -- General,1966,MB,23854,1970,1970,12166,11,N,0,16
139843,,E,M,Graduate,Arts -- General,1982,QC,0,,,,9,N,0,21
139844,,E,M,Graduate,Science -- General,1987,ON,0,,,,6,N,3,1
139845,,E,F,Graduate,Science -- General,1966,QC,41073,1992,1980,34501,2,Y,0,19
139846,,E,F,Graduate,Science -- General,1990,BC,0,,,,15,N,1,0
139847,,E,M,Graduate,Law,1994,BC,0,,,,10,N,1,8
139848,,E,F,Graduate,Arts -- General,1953,NB,0,,,,8,N,2,15
139849,,F,F,Graduate,Science -- General,1971,QC,0,,,,7,N,0,1
139850,,E,F,Graduate,Arts -- General,2011,NL,0,,,,3,N,3,19
139851,,E,M,Graduate,Science -- General,1957,ON,5826,1987,1956,1690,15,N,3,2
139852,,F,M,Graduate,Management,2009,ON,0,,,,15,N,0,12
139853,,E,F,Graduate,Arts -- General,1977,NL,0,,,,4,N,1,0
139854,,E,F,Graduate,Science -- General,1986,NS,0,,,,7,N,2,6
139855,,E,F,Graduate,Arts -- General,2012,QC,9739,2012,2011,5259,0,N,2,9
139856,,E,F,Graduate,Science -- General,1957,QC,37036,1979,1969,32221,11,Y,0,19
139857,,E,M,Graduate,Science -- General,2012,ON,0,,,,8,Y,0,1
139858,,E,M,Graduate,Medicine -- General,1947,BC,0,,,,3,N,3,12
139859,,E,F,Graduate,Management,2014,QC,1595,2015,2015,1531,12,N,0,14
139860,President, ,F,Graduate,Science -- General,2012,MB,0,,,,11,N,1,3
139861,, ,M,Graduate,Management,1958,NL,0,,,,11,N,1,9
139862,,E,F,Graduate,Science -- General,1948,ON,30876,1958,1952,1235,0,N,2,16
139863,, ,M,Graduate,Management,1946,ON,0,,,,11,N,0,5
139864,,E,F,"Graduate, Past Parent",Dentistry,1955,BC,4020,1969,1956,764,12,N,3,23
139865,,E,F,Graduate,Dentistry,1968,NL,29090,1988,1988,14545,13,N,3,19
139866,,E,F,Graduate,Law,1941,ON,24814,1960,1946,11414,9,Y,0,15
139867,, ,M,Graduate,Engineer -- General,2012,NL,0,,,,3,N,1,8
139868,,E,F,Graduate,Medicine -- General,1967,MB,0,,,,14,N,2,11
139869,,F,F,Graduate,Arts -- General,1947,NS,0,,,,2,N,2,16
139870,, ,M,"Graduate, Past Parent",Medicine -- Nursing,1980,ON,12585,1989,1987,2014,4,N,0,18
139871,,E,M,Graduate,Science -- General,1969,ON,36204,1987,1986,32584,11,N,0,17
139872,,E,F,Graduate,Science -- General,1945,BC,0,,,,15,N,3,11
139873,CEO,E,F,Graduate,Science -- General,1943,ON,0,,,,9,N,0,10
139874,,F,F,Graduate,Arts -- General,1941,QC,0,,,,13,Y,1,21
139875,, ,M,Graduate,Science -- General,2012,BC,0,,,,6,N,1,16
139876,, ,M,Graduate,Arts -- General,1995,ON,0,,,,11,N,2,16
139877,,E,F,Graduate,Arts -- General,1984,NB,0,,,,10,N,0,0
139878,,E,M,Graduate,Arts -- General,1961,AB,0,,,,4,N,3,5
139879,President, ,M,Graduate,Law,2005,ON,6595,2015,2011,1649,12,N,3,2
139880,,E,F,Graduate,Arts -- General,1981,BC,0,,,,5,N,0,20
139881,,E,M,"Graduate, Former Faculty/Staff",Arts -- General,1997,NB,0,,,,0,Y,1,10
139882,,E,F,Graduate,Science -- General,1969,MB,0,,,,12,N,2,9
139883,, ,M,Graduate,Science -- General,1948,NB,0,,,,7,N,2,9
139884,,E,F,Graduate,Arts -- General,1970,ON,0,,,,0,N,0,4
139885,, ,F,Graduate,Music,1943,MB,0,,,,2,N,0,11
139886,,E,F,Graduate,Medicine -- General,1977,QC,0,,,,15,N,3,21
139887,,E,F,Graduate,Arts -- General,1951,NB,48143,1956,1950,6259,12,N,0,19
139888,,E,M,Graduate,Arts -- General,1966,NB,0,,,,3,N,1,2
139889,,E,F,Graduate,Arts -- General,1965,QC,0,,,,7,N,1,20
139890,,E,F,Graduate,Management,1976,NB,10910,1986,1976,7419,12,N,2,16
139891,,E,F,Graduate,Arts -- General,1995,QC,1493,2012,1996,1418,2,Y,0,12
139892,,E,F,Graduate,Management,1983,ON,0,,,,11,N,3,19
139893,,E,M,Graduate,Arts -- General,2006,BC,0,,,,0,N,3,8
139894,,E,F,Graduate,Arts -- General,1968,AB,0,,,,1,N,0,7
139895,,E,M,"Graduate, Current Parent",Medicine -- General,1966,BC,0,,,,1,N,1,19
139896,,E,M,Graduate,Arts -- General,2011,NB,0,,,,1,N,2,20
139897,,E,F,Graduate,Management,1955,PE,0,,,,9,Y,2,6
139898,,E,M,"Graduate, Former Faculty/Staff",Engineer -- General,2014,ON,0,,,,9,N,0,23
139899,,E,F,Graduate,Arts -- General,1945,AB,31950,1956,1949,11183,2,N,0,20
139900,, ,F,Graduate,Arts -- General,1941,SK,27373,1964,1941,8486,0,N,3,17
139901,,E,M,Graduate,Arts -- General,1942,QC,0,,,,10,N,0,7
139902,,E,M,Graduate,Arts -- General,1975,SK,0,,,,5,Y,1,10
139903,, ,F,Graduate,Arts -- General,2003,NB,0,,,,12,N,1,19
139904,,E,M,Graduate,Arts -- General,1969,BC,0,,,,7,N,2,20
139905,,E,F,Graduate,Management,1960,MB,0,,,,3,N,0,22
139906,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,1940,QC,0,,,,14,N,3,17
139907,,E,F,Graduate,Management,1975,QC,0,,,,7,N,3,7
139908,,E,F,Graduate,Arts -- General,1971,NB,0,,,,9,N,0,18
139909,,E,M,Graduate,Management,2015,QC,0,,,,12,N,1,18
139910,, ,F,Graduate,Engineer -- General,1960,AB,0,,,,11,N,2,2
139911,,E,F,Graduate,Science -- General,1981,ON,0,,,,14,Y,2,3
139912,,E,F,Graduate,Arts -- General,1949,ON,0,,,,3,N,0,11
139913,, ,M,"Graduate, Former Faculty/Staff",Education -- General,2010,PE,0,,,,14,N,0,5
139914,,F,F,Graduate,Agr&Env -- Dietetics,1986,NS,0,,,,13,N,3,18
139915,,E,M,Graduate,Education -- General,1987,ON,0,,,,3,N,0,20
139916,,E,M,Graduate,Arts -- General,1974,QC,5678,1988,1986,3123,15,N,1,12
139917,,E,M,Graduate,Law,1999,QC,0,,,,14,N,1,12
139918,,E,F,Graduate,Arts -- General,1978,QC,0,,,,12,N,2,0
139919,,E,M,Graduate,Science -- General,1972,ON,0,,,,1,Y,0,13
139920,,E,M,Graduate,Music,1970,ON,10864,1971,1970,7713,9,N,3,16
139921,,E,M,Graduate,Arts -- General,2004,NB,31580,2013,2012,17053,10,Y,3,16
139922,,E,F,Graduate,Education -- General,1996,QC,22641,1996,1995,3396,7,N,0,16
139923,, ,M,Graduate,Arts -- General,1969,ON,46953,1971,1971,30050,5,N,1,18
139924,,E,M,Graduate,Science -- General,1995,ON,0,,,,7,N,2,3
139925,,E,F,Graduate,Science -- General,2015,NB,0,,,,4,N,2,12
139926,,E,F,Graduate,Agr&Env -- General,1988,ON,47001,2003,1993,11280,1,N,0,17
139927,,E,F,Graduate,Arts -- General,1958,QC,0,,,,10,N,0,0
139928,,E,F,Graduate,Engineer -- General,1942,QC,0,,,,15,N,3,17
139929,,E,F,Graduate,Arts -- General,1970,QC,0,,,,0,N,0,18
139930,,E,M,Graduate,Science -- General,2008,QC,0,,,,8,N,1,12
139931,,E,M,Graduate,Medicine -- General,1944,BC,0,,,,12,N,1,21
139932,,E,F,Graduate,Science -- General,1978,ON,0,,,,7,N,2,18
139933,,E,F,Graduate,Agr&Env -- General,1946,BC,46943,1968,1963,40840,0,N,0,19
139934,,E,F,Graduate,Arts -- General,1975,AB,0,,,,7,N,3,15
139935,,E,M,Graduate,Science -- General,1985,ON,0,,,,7,N,3,16
139936,,E,M,Graduate,Arts -- General,1962,QC,0,,,,7,N,0,17
139937,,E,M,Graduate,Science -- General,1997,NB,14982,2009,1996,10338,0,N,1,16
139938,,E,F,Graduate,Management,1995,NL,43320,2007,2003,13862,15,N,2,17
139939,President,E,M,Graduate,Agr&Env -- General,1976,ON,0,,,,10,N,2,15
139940,,E,F,Graduate,Law,1953,ON,44048,1982,1962,6607,13,N,0,20
139941,, ,F,Graduate,Science -- General,1955,NB,0,,,,6,N,0,23
139942,,E,M,Graduate,Arts -- General,1947,ON,0,,,,1,N,3,15
139943,, ,M,Graduate,Science -- General,1962,AB,10883,1965,1961,5768,3,N,0,15
139944,,E,M,Graduate,Arts -- General,1951,BC,0,,,,9,N,1,21
139945,,E,F,Graduate,Engineer -- General,1965,AB,0,,,,3,N,1,11
139946,,E,M,Graduate,Arts -- General,1970,AB,0,,,,8,Y,2,22
139947,, ,F,Graduate,Medicine -- General,1976,ON,0,,,,0,N,0,14
139948,,E,F,Graduate,Science -- General,2015,ON,0,,,,4,N,3,15
139949,,E,M,Graduate,Management,1989,QC,0,,,,13,N,3,22
139950,,E,M,Graduate,Management,1945,MB,0,,,,15,N,0,20
139951,, ,F,Graduate,Science -- General,1957,QC,15249,1964,1960,15097,8,N,1,15
139952,,E,F,Graduate,Arts -- General,1977,ON,0,,,,4,Y,2,20
139953,,E,F,Graduate,Education -- General,2005,QC,0,,,,14,Y,2,0
139954,,E,M,Graduate,Education -- General,1998,ON,0,,,,10,N,0,23
139955,,E,F,Graduate,Management,2012,ON,0,,,,0,N,0,11
139956,,E,F,Graduate,Arts -- General,1943,BC,0,,,,14,N,3,4
139957,, ,F,Graduate,Arts -- General,1991,QC,0,,,,11,N,0,15
139958,, ,F,Graduate,Education -- General,1983,BC,0,,,,2,Y,1,17
139959,,E,M,Graduate,Education -- General,1995,ON,0,,,,15,N,1,22
139960,, ,M,Graduate,Arts -- General,1944,QC,47396,1960,1946,45974,6,N,2,15
139961,,E,F,Graduate,Arts -- General,1960,ON,34667,1982,1974,20454,0,N,0,18
139962,,E,M,Graduate,Arts -- General,1966,QC,0,,,,6,N,3,12
139963,,E,F,Graduate,Arts -- General,2009,BC,0,,,,5,N,3,18
139964,,E,M,Graduate,Agr&Env -- General,1972,ON,0,,,,2,N,0,14
139965,,E,F,Graduate,Law,1965,ON,0,,,,12,N,1,9
139966,, ,F,Graduate,Science -- General,1986,BC,0,,,,6,N,2,16
139967,, ,F,Graduate,Management,1959,ON,17776,1957,1957,9777,8,Y,2,19
139968,,E,M,Graduate,Engineer -- General,2009,QC,0,,,,0,N,0,21
139969,,E,M,Graduate,Management,1979,ON,13499,2001,1988,13364,8,N,0,15
139970,, ,M,Graduate,Arts -- General,1955,QC,0,,,,15,N,3,11
139971,,E,F,Graduate,Arts -- General,1958,QC,0,,,,0,N,0,10
139972,,E,F,"Graduate, Past Parent",Arts -- General,1965,NB,0,,,,9,N,1,20
139973,,E,F,Graduate,Arts -- General,1962,QC,10991,1966,1964,10112,6,N,1,16
139974,,E,F,Graduate,Arts -- General,1949,BC,0,,,,7,N,2,13
139975,, ,M,Graduate,Arts -- General,1997,ON,0,,,,14,Y,0,14
139976,,E,F,Graduate,Engineer -- General,1947,AB,19106,1946,1946,12610,2,N,3,18
139977,,E,M,Graduate,Medicine -- Nursing,1940,QC,0,,,,11,N,3,19
139978,,E,F,Graduate,Arts -- General,1995,ON,0,,,,15,N,0,10
139979,,E,F,Graduate,Medicine -- POT,1947,AB,0,,,,8,N,1,0
139980,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,1968,QC,0,,,,7,N,2,0
139981,, ,F,Graduate,Engineer -- General,2009,ON,0,,,,14,N,2,9
139982,CEO, ,F,Graduate,Arts -- Social Work,1985,NB,0,,,,13,N,0,0
139983,,E,M,Graduate,Management,1972,ON,46697,1976,1973,42494,8,N,0,15
139984,, ,M,Graduate,Science -- General,1950,ON,0,,,,10,Y,3,21
139985,, ,F,Graduate,Science -- General,1939,AB,0,,,,10,N,0,17
139986,,E,M,Graduate,Arts -- General,1955,ON,0,,,,7,N,1,13
139987,,E,M,Graduate,Management,1957,ON,35610,1986,1974,19586,0,N,1,20
139988,,E,M,Graduate,Engineer -- General,1941,QC,0,,,,9,N,2,7
139989,,E,M,Graduate,Management,1965,BC,35341,1974,1970,6715,8,N,0,20
139990,, ,F,Graduate,Engineer -- General,2002,NB,0,,,,2,N,3,22
139991,,E,F,Graduate,Arts -- General,1970,QC,0,,,,6,N,3,6
139992,,E,M,Graduate,Agr&Env -- General,2005,ON,0,,,,11,N,0,4
139993,, ,F,Graduate,Arts -- General,1952,QC,0,,,,7,Y,1,9
139994,President,E,M,Graduate,Continuing Education,1994,ON,0,,,,8,N,2,22
139995,, ,M,Graduate,Management,1960,AB,0,,,,13,N,2,17
139996,,E,M,Graduate,Arts -- General,1969,ON,0,,,,15,N,0,22
139997,,F,M,Graduate,Engineer -- General,1961,MB,0,,,,9,N,0,16
139998,, ,M,Graduate,Arts -- General,1992,BC,10105,2011,1992,3941,4,N,3,15
139999,President,E,M,Graduate,Science -- General,2004,QC,0,,,,5,N,0,5
140000,,E,F,"Graduate, Past Parent",Music,1981,ON,0,,,,4,N,1,12
140001,,E,F,Graduate,Arts -- General,1943,QC,0,,,,10,N,1,16
140002,"Chairman, CEO",E,M,Graduate,Agr&Env -- General,1951,BC,0,,,,4,N,2,10
140003,,E,F,Graduate,Law,1956,QC,37660,1961,1955,36907,13,N,0,17
140004,,F,F,Graduate,Arts -- General,1980,AB,0,,,,15,N,3,3
140005,,E,M,Graduate,Law,2004,NB,7360,2015,2015,4710,9,N,3,14
140006,,E,F,Graduate,Arts -- General,1975,QC,5444,2000,1998,2831,2,N,0,20
140007,,E,M,"Graduate, Former Faculty/Staff",Arts -- General,2014,ON,0,,,,15,N,1,23
140008,,E,F,Graduate,Law,1993,BC,0,,,,6,N,2,0
140009,, ,F,Graduate,Arts -- General,2002,ON,0,,,,4,N,2,5
140010,, ,M,Graduate,Law,1988,QC,0,,,,8,N,0,15
140011,, ,F,Graduate,Arts -- General,1951,PE,0,,,,2,N,0,5
140012,, ,M,Graduate,Engineer -- General,1985,ON,0,,,,6,N,3,17
140013,,E,M,Graduate,Religious Studies,1959,ON,0,,,,6,N,0,18
140014,,E,M,Graduate,Arts -- General,1953,ON,0,,,,1,Y,1,1
140015,,E,F,Graduate,Management,1981,AB,43286,1980,1980,37226,15,N,1,18
140016,,F,F,Graduate,Law,1999,ON,23725,2015,2014,9965,0,N,2,17
140017,, ,M,Graduate,Continuing Education,1959,MB,0,,,,3,Y,0,2
140018,,E,M,Graduate,Management,1972,QC,35905,1976,1976,14721,2,N,3,18
140019,,E,F,Graduate,Medicine -- General,1992,NL,39971,1997,1992,35574,13,N,3,19
140020,,F,F,Graduate,Engineer -- General,1949,QC,0,,,,10,N,0,10
140021,, ,F,Graduate,Science -- General,1968,SK,12928,1970,1969,6593,8,N,1,18
140022,,E,M,Graduate,Arts -- General,1980,QC,0,,,,1,N,2,3
140023,,E,F,Graduate,Education -- General,2001,MB,0,,,,14,N,2,21
140024,,E,F,Graduate,Engineer -- General,1972,ON,0,,,,0,N,0,16
140025,,E,F,Graduate,Engineer -- Architect,2013,NB,3654,2013,2013,1060,12,N,0,23
140026,, ,M,Graduate,Science -- General,1956,ON,0,,,,9,N,3,18
140027,, ,M,Graduate,Management,2001,QC,0,,,,9,N,0,2
140028,,E,M,Graduate,Arts -- Information (Library) Studies,1955,QC,0,,,,7,N,1,9
140029,, ,M,"Graduate, Past Parent",Management,1949,QC,9865,1948,1948,3255,1,N,1,14
140030,,E,F,Graduate,Management,1994,NB,47411,1992,1992,34136,13,N,2,16
140031,,E,M,Graduate,Continuing Education,1947,QC,0,,,,8,N,0,9
140032,,E,F,Graduate,Science -- General,1964,QC,0,,,,5,N,3,6
140033,,F,F,Graduate,Management,1995,ON,0,,,,15,N,3,10
140034,President, ,F,Graduate,Arts -- General,1964,BC,0,,,,0,N,0,2
140035,,E,M,Graduate,Arts -- General,1998,BC,0,,,,15,N,1,20
140036,,E,F,Graduate,Arts -- General,2003,QC,0,,,,2,Y,2,2
140037,, ,M,Graduate,Management,1985,QC,0,,,,11,N,2,13
140038,, ,F,Graduate,Management,1982,AB,29186,1987,1985,21306,8,N,0,16
140039,,E,F,Graduate,Arts -- General,2000,ON,0,,,,13,N,0,6
140040,,E,F,Graduate,Arts -- General,2000,ON,0,,,,14,N,3,13
140041,,F,F,Graduate,Engineer -- General,1961,BC,0,,,,15,N,0,11
140042,,E,F,"Graduate, Past Student",Arts -- General,1961,QC,0,,,,10,N,1,0
140043,,E,F,Graduate,Science -- General,2014,NS,0,,,,15,N,1,22
140044,,E,F,Graduate,Medicine -- General,1970,QC,0,,,,1,N,2,0
140045,,E,F,Graduate,Arts -- General,1987,ON,28217,1997,1993,12415,1,N,0,17
140046,,E,F,Graduate,Science -- General,1994,AB,0,,,,10,N,3,5
140047,, ,F,Graduate,Agr&Env -- General,1949,ON,0,,,,4,N,3,15
140048,,E,F,Graduate,Continuing Education,1996,ON,0,,,,11,N,0,15
140049,,E,F,Graduate,Science -- General,1959,ON,0,,,,11,N,1,3
140050,,E,F,Graduate,Agr&Env -- General,1980,MB,0,,,,14,N,2,21
140051,, ,M,Graduate,Medicine -- General,1976,ON,0,,,,4,N,2,13
140052,,E,M,Graduate,Agr&Env -- Dietetics,1964,QC,0,,,,9,N,0,13
140053,President, ,F,Graduate,Management,1979,QC,0,,,,13,N,0,10
140054,, ,M,Graduate,Arts -- General,1981,AB,0,,,,10,N,3,9
140055,President,E,F,Graduate,Arts -- General,1998,ON,0,,,,10,N,0,1
140056,,E,F,Graduate,Arts -- General,1940,AB,0,,,,10,N,1,18
140057,, ,F,Graduate,Education -- General,1956,QC,0,,,,4,N,1,14
140058,,E,F,Graduate,Management,1977,QC,0,,,,14,N,2,4
140059,,E,M,Graduate,Engineer -- General,1990,ON,22432,2005,1995,21310,5,N,0,20
140060,,E,F,Graduate,Agr&Env -- Dietetics,1989,ON,0,,,,7,N,3,22
140061,,E,M,Graduate,Arts -- General,1974,QC,21282,1982,1979,14685,7,N,3,19
140062,,F,M,Graduate,Arts -- General,1946,BC,0,,,,11,N,0,17
140063,,E,F,Graduate,Arts -- General,2001,QC,41345,2012,2012,27288,11,N,1,17
140064,,E,M,Graduate,Medicine -- General,1996,SK,29815,1997,1997,2385,10,N,2,15
140065,,E,M,Graduate,Arts -- General,1947,QC,0,,,,0,N,2,9
140066,,E,F,Graduate,Science -- General,1944,AB,0,,,,3,N,0,5
140067,,E,F,Graduate,Medicine -- General,1943,ON,0,,,,11,N,0,22
140068,,E,F,"Graduate, Student",Arts -- General,1993,AB,0,,,,6,N,3,8
140069,,E,M,Graduate,Arts -- General,1953,ON,0,,,,1,N,0,22
140070,President,E,M,Graduate,Arts -- General,2011,NB,0,,,,6,N,1,5
140071,,E,M,Graduate,Engineer -- Architect,1993,ON,0,,,,15,N,1,1
140072,,E,F,Graduate,Arts -- General,1977,AB,0,,,,10,Y,2,1
140073,,E,M,Graduate,Education -- General,1997,ON,41093,2013,1996,39038,13,N,0,20
140074,, ,M,Graduate,Law,1968,SK,0,,,,8,N,3,5
140075,,E,M,Graduate,Management,1998,NS,0,,,,15,N,3,1
140076,,E,M,Graduate,Arts -- General,2000,BC,0,,,,2,N,0,0
140077,,E,F,Graduate,Science -- General,1991,NS,15099,1994,1994,13136,2,N,1,17
140078,,E,M,Graduate,Science -- General,1951,ON,0,,,,9,N,2,23
140079,,E,M,Graduate,Arts -- General,1989,ON,0,,,,8,N,2,15
140080,,E,M,Graduate,Science -- General,1954,BC,0,,,,5,N,0,15
140081,,E,M,Graduate,Management,2003,BC,0,,,,5,N,0,8
140082,, ,F,Graduate,Management,1947,ON,0,,,,9,N,3,4
140083,,E,M,Graduate,Science -- General,1981,ON,0,,,,4,N,0,23
140084,President, ,F,Graduate,Arts -- General,1952,NB,0,,,,15,N,1,21
140085,,E,F,"Graduate, Student",Arts -- General,1979,ON,34391,1988,1984,28545,8,N,1,20
140086,, ,M,Graduate,Arts -- General,1956,ON,0,,,,11,N,2,17
140087,,E,M,Graduate,Engineer -- General,1951,NS,0,,,,10,N,0,6
140088,,E,F,Graduate,Science -- General,2012,NB,0,,,,7,N,3,7
140089,,E,M,Graduate,Music,1941,ON,0,,,,14,Y,3,2
140090,,E,M,Graduate,Science -- General,1980,BC,0,,,,9,Y,0,13
140091,,E,F,Graduate,Management,2000,QC,0,,,,0,N,1,21
140092,, ,M,Graduate,Arts -- General,1952,QC,0,,,,11,N,2,21
140093,,E,F,Graduate,Arts -- General,1948,QC,0,,,,9,N,2,19
140094,,E,F,Graduate,Arts -- General,1949,AB,0,,,,10,N,0,16
140095,President,F,F,Graduate,Education -- General,1963,BC,0,,,,9,Y,0,15
140096,President,E,F,Graduate,Education -- General,1981,ON,0,,,,13,N,3,3
